,age,personality1,personality2,personality3,personality4,personality5,personality6,personality7,personality9,personality10,game_categorical,gender_female,gender_male,region_A,region_B,region_C,region_D,region_E,horoscope_Aquarius,horoscope_Aries,horoscope_Cancer,horoscope_Capricorn,horoscope_Gemini,horoscope_Leo,horoscope_Libra,horoscope_Pisces,horoscope_Sagittarius,horoscope_Scorpio,horoscope_Taurus,horoscope_Virgo
741,13,0.6597,1.2962,0.9141,0.5857,0.3531,1.0922,0.2985,0.4725,1.3036,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
742,31,1.3367,0.6826,1.1954,1.9788,1.2305,1.2089,0.3247,1.507,0.885,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
743,38,1.8597,1.3617,1.1348,2.2893,1.3236,1.1784,0.4692,0.9801,1.3318,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
744,18,1.3734,1.1889,1.2049,1.2467,0.6629,0.5977,0.1078,1.1115,1.2632,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
745,20,1.0124,0.8165,1.0156,1.4698,0.8903,0.5664,0.5773,1.4125,0.8137,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
746,13,1.1955,1.2543,0.612,1.2248,0.4794,0.9723,0.9305,1.2966,0.2236,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
747,24,0.6384,0.9875,0.5541,1.6245,0.4915,0.0387,0.6474,0.8917,0.3227,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
748,15,1.5363,0.8131,0.7549,0.753,0.2193,0.9949,0.5262,1.1837,0.6739,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
749,26,0.6586,0.9397,0.8825,1.9779,0.0016,0.5815,0.0635,0.6462,0.8759,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
750,27,1.2854,1.2075,0.3488,1.6419,0.4789,1.0305,0.0343,1.2041,0.7842,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
751,15,1.0451,0.9666,1.5704,1.0765,0.0035,1.4338,0.144,0.2626,1.0611,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
752,37,1.4264,0.9427,0.7008,1.2782,0.6861,1.1689,0.9468,1.0711,0.8321,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
753,29,1.5592,0.909,0.9943,1.1602,0.2107,1.0676,0.4098,0.8054,1.3554,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
754,14,0.9754,0.676,1.6408,1.0273,0.0344,0.5587,0.2885,1.2397,1.224,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
755,27,0.4555,0.8994,0.8476,1.9476,0.3043,1.4893,0.6509,0.584,1.0922,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
756,39,1.3805,0.6988,1.6073,0.8824,1.2742,1.3297,0.6257,1.408,0.6252,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
757,38,0.3734,0.702,0.7789,2.1323,0.6773,1.1947,0.4385,1.3387,0.7319,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
758,28,0.5983,0.9642,1.2007,2.5893,0.5806,1.1734,0.9777,1.091,1.9431,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
759,24,1.9596,0.9012,0.8237,1.1763,0.8386,1.523,0.0974,0.8411,0.93,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
760,26,1.1046,1.1544,1.4333,0.8278,0.502,1.4283,0.0354,1.077,0.8441,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
761,21,1.1989,0.9291,0.84,1.6979,0.2262,1.4367,0.9152,0.2406,0.9524,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762,13,1.4291,0.8765,1.3371,0.5636,0.4395,0.5491,0.1783,1.5877,0.8952,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763,10,0.6387,1.2711,0.2921,1.8402,0.0694,1.5187,0.7026,0.8141,2.0339,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
764,22,0.9366,1.3943,0.9528,1.4014,1.1745,1.0973,0.1911,1.262,0.7794,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
765,34,0.5177,1.1134,0.5072,1.2098,0.8525,0.6457,0.7533,1.3477,1.1332,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
766,11,0.1056,0.8406,0.5135,2.7166,0.0,0.6255,0.4735,1.1843,0.1094,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
767,12,0.884,0.88,1.0643,1.8251,0.0,1.3794,0.5226,0.443,0.6784,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
768,30,0.2128,0.9892,0.162,0.5,0.613,0.3487,0.4967,0.7066,0.9189,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
769,12,1.2984,0.724,0.556,1.9793,0.2652,0.5181,0.3996,0.5616,0.6274,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
770,33,1.725,0.9684,0.6997,0.7997,0.8875,0.5091,0.4891,1.633,0.5571,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
771,16,1.8599,1.4593,0.4014,1.5958,0.2039,1.1213,0.333,1.1634,0.9493,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
772,16,1.008,0.8153,0.0,2.3556,0.1941,1.2128,0.1465,1.8417,1.2667,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
773,31,1.0524,1.2848,0.9466,1.2222,0.6377,1.0173,0.1904,1.1496,0.851,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
774,33,0.587,0.8549,0.8674,0.4155,1.2518,0.9158,0.282,0.5769,1.3646,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
775,30,0.8001,1.6264,1.1875,1.8747,1.1017,0.5976,0.8713,0.3719,1.5873,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
776,22,1.2413,1.1738,0.3476,1.2354,0.81,1.3213,0.3182,1.2823,0.9928,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
777,30,1.0406,0.7835,1.0939,2.0078,1.4983,1.0663,0.9667,1.6051,1.0158,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
778,12,0.8919,0.6845,0.0448,0.5755,0.1858,0.9851,0.6063,0.9154,0.7157,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
779,34,0.8837,0.9062,1.0038,1.8075,0.6316,0.6099,0.5219,1.0903,0.7119,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
780,26,0.769,0.304,0.7646,1.887,1.1569,1.5772,0.0681,1.0304,0.9396,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
781,13,1.0774,1.3585,1.0344,0.6002,0.4107,0.7472,0.2888,0.3101,1.3965,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
782,21,0.6971,0.5721,0.9286,2.6633,0.4643,2.1745,0.468,0.8682,0.6639,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
783,27,1.7831,0.7246,1.3242,3.0727,0.3549,1.1358,0.4061,1.1274,1.1604,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
784,31,0.4444,1.1301,0.1023,1.7589,0.5586,1.0263,0.8822,0.8059,0.7772,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
785,36,1.5856,1.1014,0.9669,0.7186,0.3076,1.5249,0.4307,1.0273,0.6043,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
786,13,0.9698,1.1817,0.9413,2.0566,0.302,1.6166,0.988,0.2028,1.1675,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
787,29,1.6601,1.0909,1.4557,1.8551,0.3709,1.0565,0.8784,1.0344,0.5864,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
788,31,0.8554,0.6222,1.474,1.9668,0.7264,0.6805,0.801,0.9961,0.7136,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
789,36,0.8714,1.0596,0.04,0.6807,0.814,0.382,0.4371,1.9797,0.7977,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
790,19,1.4717,1.283,0.9915,2.045,0.4396,0.8837,0.4186,0.6199,0.8033,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
791,20,0.0378,0.8471,1.2646,1.7818,0.5661,1.8203,0.8369,0.4943,0.9471,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
792,11,0.9874,0.9245,0.0,0.6397,0.369,0.8764,0.4286,0.7583,0.4979,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
793,27,0.6566,1.404,0.8916,1.3961,0.2216,0.4486,0.2093,1.388,1.0769,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
794,17,0.7104,0.9499,1.4089,0.9448,0.2964,0.2153,0.5598,1.1478,0.7793,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
795,38,0.9582,1.0213,0.6454,1.6286,0.0,1.3994,0.0358,1.0349,1.5982,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
796,20,1.1289,1.1362,0.8165,0.7285,0.0419,0.9262,0.4693,0.7405,0.892,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
797,27,1.2242,1.0964,1.7901,2.0969,0.1792,1.3701,0.5798,1.0564,1.2319,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
798,23,0.9829,0.9908,1.0389,0.5914,0.457,1.4745,0.5617,0.7196,1.1087,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
799,24,0.9661,0.8624,1.2662,1.739,0.7794,0.3232,0.59,0.9638,0.852,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
800,31,1.1016,0.377,0.9436,1.3331,0.1725,1.3494,0.2655,1.6162,1.4636,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
801,29,1.3388,0.3757,1.012,1.0377,0.423,0.811,0.6121,0.7407,1.1142,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
802,22,1.0757,0.2589,0.6139,1.2044,0.0,1.0352,0.0849,1.1091,0.6409,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
803,11,0.8435,1.0821,0.5015,0.4631,0.1511,1.8682,0.3186,0.0453,0.746,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
804,31,1.6111,1.2876,0.3082,1.2564,0.7335,0.425,0.2942,0.8966,0.7626,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
805,14,1.0287,1.1579,1.1775,1.1865,0.0526,2.0545,0.3548,1.2479,0.5756,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
806,16,0.3171,1.1888,1.2426,1.7267,0.326,1.0352,0.9443,0.9911,0.5672,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
807,30,0.7668,1.4598,0.654,1.3728,0.9749,0.6893,0.0581,0.826,0.7965,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
808,31,1.1589,0.8556,1.1056,2.5073,0.0,0.371,0.3123,1.768,1.0219,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
809,22,0.3159,1.0569,1.3138,1.5019,0.7885,1.5258,0.4265,0.8625,0.8072,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
810,29,2.1403,1.0255,0.8641,1.3163,0.4258,0.705,0.2343,1.1395,1.1006,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
811,25,1.4822,1.1713,1.1744,2.3118,0.871,0.7803,0.063,0.5857,0.9006,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
812,31,0.7361,0.693,1.2753,1.7377,0.9133,1.0812,0.672,0.7964,1.2769,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
813,24,1.3398,1.4227,1.0776,2.2136,0.3045,1.2232,0.1296,1.5251,0.939,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
814,37,0.9538,0.8792,1.1496,2.1808,0.8124,1.3337,0.0972,0.9242,0.9516,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
815,39,1.7429,0.7193,1.6695,1.9525,1.5054,1.3786,0.0342,0.8392,1.35,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
816,22,1.2594,1.1053,0.9501,1.0202,0.3695,1.0025,0.6815,1.2713,1.095,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
817,32,0.3016,1.1938,1.4081,1.5975,0.6355,0.0,0.8798,1.1154,0.3888,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
818,33,1.7283,1.063,1.0549,0.9578,0.517,1.202,0.9068,1.0192,0.6559,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
819,33,1.0501,1.015,0.4298,1.5557,0.9978,0.9191,0.3537,1.5499,1.2884,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
820,22,0.6601,1.103,0.2617,1.4927,0.1699,0.9711,0.8005,0.921,0.9366,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
821,15,0.5034,1.7043,1.2188,1.7942,0.6381,1.1128,0.178,0.5832,0.9348,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
822,27,0.4203,1.2091,0.4769,0.8221,0.8926,0.9446,0.4943,1.21,0.8419,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
823,14,0.3584,0.9028,0.9202,1.8111,0.2408,0.722,0.6887,0.8282,1.1152,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
824,27,0.8679,1.4394,0.7611,1.7928,0.9409,0.8326,0.17,0.801,1.3306,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
825,23,0.624,0.4458,0.7588,1.2698,0.0,0.5858,0.1346,1.0164,0.6822,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
826,10,0.8846,0.971,1.2865,1.0458,0.0,1.1936,0.7861,0.9324,0.6787,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
827,26,0.8082,0.8633,0.9034,1.07,0.7163,0.8579,0.9486,0.5778,0.6149,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
828,35,0.3276,1.4282,0.9206,2.5954,1.2923,1.0166,0.5104,0.869,0.9334,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
829,36,0.7581,1.4689,0.5735,1.3152,0.4655,0.9587,0.8087,1.4925,0.6095,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
830,33,0.9162,0.6434,1.1112,0.6947,0.4817,1.5234,0.874,1.3789,1.1433,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
831,23,0.9201,1.0316,1.4847,1.7059,0.3962,1.0589,0.6624,0.2419,0.8666,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
832,26,0.111,0.743,0.9407,0.5489,0.0,1.1442,0.427,1.1443,0.7077,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
833,12,0.8404,0.5452,0.8104,2.4776,0.0,1.3905,0.4383,1.2896,0.9395,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
834,19,1.0833,1.1182,0.2257,1.4103,0.153,0.8843,0.6025,0.4767,0.905,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
835,11,0.7119,1.1326,1.1524,1.139,0.1733,1.1193,0.103,1.0257,1.4361,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
836,19,0.4185,0.6005,1.0704,2.6317,0.0075,1.5805,0.4407,1.1326,0.7328,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
837,31,1.2751,1.6067,0.9565,1.696,0.8183,0.7336,0.463,0.0,0.6683,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
838,27,0.8219,1.7477,1.462,1.8208,0.8296,0.6438,0.0622,1.7053,1.2826,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
839,37,0.2508,1.2157,1.3192,1.79,0.2977,1.6614,0.2582,0.998,1.0939,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
840,32,0.632,1.3724,1.0594,0.2901,0.5985,1.1622,0.5241,0.6275,0.5281,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
841,25,0.8872,0.4985,1.2518,1.2207,0.5618,1.2937,0.0578,1.0701,1.0785,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
842,24,1.2388,0.8924,1.1749,1.7945,0.808,1.1754,0.5894,1.2371,0.8748,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
843,35,0.7108,1.0997,0.5098,1.6033,0.7255,1.5123,0.3936,0.8264,0.6667,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
844,34,0.7908,0.575,1.7656,0.8396,1.1402,1.1347,0.9861,0.2119,1.558,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
845,22,0.5359,1.18,1.1551,0.9459,0.8288,0.6263,0.6117,1.3391,0.4598,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
846,26,1.2196,1.0036,1.3005,2.202,0.6546,1.2619,0.4796,0.9561,1.1195,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
847,32,1.4015,1.3985,1.194,1.9124,0.5004,1.1356,0.5445,0.8308,1.0923,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
848,13,1.2174,1.1864,0.4358,1.5721,0.3313,1.5353,0.9197,0.6865,1.6362,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
849,32,1.3134,0.7945,1.1243,1.3411,0.7778,0.6325,0.0116,1.3056,1.1057,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
850,18,0.934,1.1636,0.5331,1.5217,0.0398,0.2299,0.5699,1.0407,0.4704,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
851,28,0.8163,0.5344,1.5311,1.6966,0.0,0.8997,0.8815,0.6183,0.7998,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
852,34,0.3667,1.154,1.0805,2.0707,0.3316,0.6153,0.5043,0.9376,0.9979,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
853,10,0.8174,0.2457,0.9922,0.5153,0.399,1.1172,0.3973,1.2356,0.408,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
854,21,1.3694,1.0271,1.423,1.2876,0.624,0.8561,0.8626,1.6455,1.1507,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
855,26,0.2756,0.8994,0.4769,2.0105,0.6253,1.2316,0.9984,0.222,0.9266,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
856,15,0.047,0.8341,0.6035,0.4634,0.3886,0.7607,0.6576,0.7707,1.6029,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
857,35,0.2134,0.9719,1.0181,2.3757,0.4838,1.463,0.4647,0.9658,1.3163,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
858,36,1.0389,0.5139,0.3027,2.299,0.0744,0.767,0.4761,1.0351,0.3883,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
859,18,1.9936,1.2437,1.37,0.9155,0.1063,0.8634,0.3116,1.1402,0.9594,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
860,30,0.4877,1.2406,1.0785,1.9012,0.3787,1.1564,0.5488,0.7237,0.5989,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
861,11,0.7139,0.8435,1.2133,1.873,0.33,0.4888,0.4333,1.5296,0.8399,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
862,13,1.0165,1.0693,1.1182,0.6977,0.2853,0.8778,0.1458,1.2369,0.5722,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863,15,0.4541,0.9317,0.9926,2.0623,0.2143,0.8232,0.0342,0.7596,0.9964,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
864,35,0.4055,0.6733,1.8118,1.6218,1.1909,0.9763,0.5804,0.7413,1.5122,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
865,12,1.8888,1.4759,1.1992,2.3922,0.1878,0.4518,0.2359,0.6899,0.8735,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
866,29,1.6133,1.5979,1.5915,2.5009,0.7588,1.2091,0.7101,0.3322,1.1018,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
867,34,0.7107,1.0071,0.5086,0.7883,0.7493,0.0,0.6645,0.9524,1.6443,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
868,17,0.6474,0.8122,1.1638,0.0662,0.0,0.5648,0.1676,0.4807,1.1078,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
869,16,1.4235,1.0834,0.9248,2.3463,0.31,1.0152,0.6862,1.3702,0.1915,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
870,14,0.3974,1.0248,0.4392,2.1545,0.3301,0.9756,0.8077,0.6616,0.9927,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
871,29,0.4591,0.7022,0.7815,1.5169,1.1089,1.2205,0.2846,1.6642,1.2199,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
872,36,0.9791,1.4462,0.469,2.1164,1.1235,1.1657,0.9629,0.9358,0.609,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
873,32,0.9609,0.929,0.5468,2.0193,0.9219,0.3914,0.7807,0.4802,1.2405,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
874,29,1.0644,1.1435,0.8819,1.7736,0.8668,1.0331,0.6074,1.1788,0.7694,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
875,36,0.5157,0.7583,1.1711,0.7216,0.7429,0.6493,0.9482,0.5639,1.332,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
876,23,1.0236,0.7033,1.4952,2.5466,0.8214,0.8337,0.0481,0.7402,1.9903,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
877,13,0.8468,0.4311,1.1872,0.0,0.1503,0.5734,0.4062,1.1073,1.7395,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
878,24,1.2767,1.5743,0.4694,2.2762,0.5065,0.9278,0.6057,1.6726,0.6809,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
879,25,1.977,0.4455,0.9508,1.2837,0.3476,0.9779,0.8385,1.6748,0.9683,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
880,27,0.5379,1.0252,0.5516,1.7314,0.3221,0.4808,0.9311,1.8531,0.9363,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
881,34,1.1918,0.9329,1.834,2.2876,1.2227,0.9006,0.0152,1.5026,1.8312,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
882,38,0.8565,0.7743,1.2159,1.229,0.4683,0.5394,0.7996,1.2259,1.585,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
883,18,1.2435,0.9613,0.0386,0.4769,0.0,0.7524,0.876,0.5774,1.071,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
884,30,0.5263,0.9984,1.5205,2.7796,0.3359,1.3555,0.6625,1.6296,1.2626,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
885,34,0.077,1.5934,1.1298,2.1149,0.5289,1.1367,0.6287,1.1643,0.974,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
886,21,0.9618,1.1242,1.0396,1.9967,0.6782,0.7946,0.1426,0.3053,0.855,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
887,23,1.1105,1.4166,1.0544,1.0561,0.1245,1.0602,0.6993,0.5019,1.5908,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
888,30,1.5325,1.3883,0.5335,1.5823,0.62,1.0478,0.4204,1.3366,0.7318,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
889,24,1.6037,1.1923,1.7147,1.3123,0.5881,0.9915,0.6008,1.013,0.6813,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
890,22,0.942,1.3548,0.9805,1.0195,0.2702,1.819,0.8401,0.1411,1.2454,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
891,15,0.9939,1.3257,0.3517,2.3458,0.5236,1.1287,0.2817,0.9514,1.5437,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
892,38,1.4845,1.1603,0.6795,0.7243,0.9518,0.8454,0.0328,0.8165,0.672,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
893,28,0.0764,0.668,1.0685,0.989,0.6627,1.0449,0.7181,0.7876,0.7987,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
894,29,1.3039,1.4476,1.034,2.4642,0.7586,1.2923,0.4484,1.0141,1.1564,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
895,13,1.4312,1.0136,1.2474,1.5637,0.0,0.5153,0.408,1.7685,0.65,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
896,38,1.266,0.9297,0.6747,0.9369,0.8829,0.9422,0.2745,1.2681,0.9427,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
