age,gender,region,horoscope,personality1,personality2,personality3,personality4,personality5,personality6,personality7,personality8,game,personality9,personality10
28,male,D,Taurus,1.6186,0.6508,1.3155,2.4617,1.0665,1.3198,0.5776,0.0,Warcraft,0.2641,1.4415
39,female,C,Virgo,0.4394,0.9867,0.7709,0.7822,0.6887,0.9436,0.2665,0.0,The Lost Vikings,0.6679,1.018
26,female,C,Aquarius,0.0,1.2758,1.1522,1.2435,0.6127,0.9018,0.9383,0.0,Starcraft,1.6493,1.3168
27,male,D,Pisces,1.492,0.9626,0.5503,1.6769,0.4344,0.3488,0.4909,0.0,Diablo,0.5591,1.3692
17,female,A,Cancer,1.2409,0.4692,1.0209,0.3771,0.2735,0.9577,0.7854,0.0,Overwatch,1.1827,1.1084
14,male,B,Sagittarius,2.067,1.3411,1.5765,2.0199,0.2823,0.9053,0.6151,0.0,Diablo,1.3001,0.5191
12,male,E,Libra,0.7752,0.4326,0.8148,1.6374,0.0949,1.1741,0.5231,0.0,Overwatch,0.903,0.8261
10,male,E,Pisces,0.6666,0.4561,1.1635,2.0139,0.1265,0.1628,0.372,0.0,Overwatch,1.6383,0.597
35,female,B,Aquarius,0.3955,1.116,0.7506,0.6838,0.3003,1.685,0.2149,0.0,The Lost Vikings,0.7946,0.6355
18,female,B,Pisces,0.6821,0.6793,0.5745,0.839,0.6184,0.7873,0.7685,0.0,Overwatch,1.1134,1.0216
32,female,E,Sagittarius,1.134,0.8359,0.8411,1.4011,1.2731,0.6588,0.8878,0.0,The Lost Vikings,1.4379,1.328
21,female,E,Sagittarius,0.9552,0.9733,0.903,0.5193,0.284,0.7768,0.9544,0.0,Overwatch,0.7665,1.5276
35,female,A,Taurus,0.7549,1.1405,0.3899,1.1325,0.4974,0.7029,0.6567,0.0,The Lost Vikings,0.8599,1.3932
17,male,C,Virgo,0.7683,1.4506,0.5153,1.9656,0.09,1.4168,0.7875,0.0,Starcraft,1.2443,1.1324
34,male,C,Aries,1.1895,0.9172,1.4614,2.0598,0.1281,0.943,0.1113,0.0,The Lost Vikings,0.5673,1.5013
16,male,C,Libra,0.5059,0.6422,1.369,2.1579,0.241,0.8569,0.1962,0.0,Overwatch,0.0,0.8943
37,male,C,Pisces,0.7885,1.2534,1.4111,1.2706,1.1432,1.4145,0.9075,0.0,The Lost Vikings,0.8664,1.535
11,female,A,Leo,1.2884,1.4053,0.9231,1.352,0.1533,0.9019,0.0966,0.0,Overwatch,0.9202,1.6095
25,female,D,Pisces,1.4478,1.0593,1.0742,1.0455,0.4443,1.8991,0.1997,0.0,Hearthstone,1.5243,1.128
14,male,E,Scorpio,0.9346,1.4118,0.9307,1.8687,0.1234,1.2353,0.2328,0.0,Diablo,0.628,1.0774
28,female,A,Aries,0.9603,0.7995,0.8095,1.0903,0.1179,1.1052,0.7679,0.0,Overwatch,0.8516,1.1622
17,male,A,Aquarius,0.7499,0.5826,1.0389,1.9196,0.0097,0.5764,0.9571,0.0,Diablo,0.2732,0.5811
24,female,B,Sagittarius,1.0644,0.8362,0.919,0.6609,0.0,1.2132,0.772,0.0,Overwatch,0.5272,0.8677
16,female,B,Cancer,1.0199,0.8417,0.65,1.1543,0.3473,1.3573,0.5272,0.0,Overwatch,0.9756,0.8891
24,female,C,Gemini,1.1439,0.8108,0.297,0.5828,0.2795,1.2779,0.6032,0.0,Hearthstone,0.8805,1.3294
24,female,A,Libra,1.6356,0.907,1.1552,0.6469,0.1431,0.4992,0.5398,0.0,Overwatch,0.9838,1.2544
33,male,C,Gemini,0.7555,0.3287,0.974,1.8755,0.8718,1.8047,0.299,0.0,Warcraft,0.6664,1.2643
29,female,B,Aquarius,0.9845,1.0759,0.3828,1.3426,0.3685,1.3404,0.8381,0.0,Hearthstone,0.8134,1.1387
32,male,E,Libra,1.1729,0.9144,0.6345,1.6836,0.1867,0.6836,0.3147,0.0,Diablo,1.0442,0.8026
23,female,E,Scorpio,1.448,1.1479,1.3348,0.641,0.3827,0.6488,0.3353,0.0,Overwatch,0.8917,1.2159
34,male,B,Capricorn,0.9056,0.68,1.5888,2.4368,1.2751,1.1689,0.1233,0.0,The Lost Vikings,1.1152,1.0467
14,male,C,Pisces,1.1098,0.9959,1.684,1.9532,0.6219,1.0633,0.6411,0.0,Diablo,0.8843,0.7885
33,male,A,Cancer,1.1345,0.2272,1.5026,2.2034,0.3166,1.1166,0.9899,0.0,The Lost Vikings,1.189,0.9103
28,male,C,Aries,0.8251,1.2189,1.1244,1.915,0.9172,0.793,0.1717,0.0932,Diablo,0.9701,0.9746
11,female,B,Pisces,1.3674,0.0,0.722,1.226,0.2681,1.1288,0.799,0.0,Overwatch,1.1275,1.0042
16,female,A,Taurus,1.4864,1.6386,0.8094,0.9389,0.2064,1.248,0.1531,0.0,Starcraft,0.4054,1.3571
25,male,C,Virgo,0.9074,0.6132,0.9617,1.948,0.4143,1.3939,0.6141,0.0,Warcraft,0.4704,0.909
30,female,B,Cancer,0.621,1.202,1.5439,1.0031,0.8604,1.7712,0.5414,0.0,Hearthstone,1.0439,0.9246
37,female,D,Capricorn,1.0848,1.3299,0.991,1.1345,0.4964,1.4761,0.7636,0.0,The Lost Vikings,0.5902,0.9275
21,female,B,Virgo,0.5019,0.6847,0.4717,0.9796,0.6,1.177,0.1038,0.0,Overwatch,1.2631,1.4738
26,female,A,Aries,0.8912,1.2569,1.3314,0.8528,0.8662,1.3247,0.5054,0.0,Starcraft,0.778,1.2628
36,female,E,Libra,1.1063,0.9188,1.1616,0.5393,1.1913,0.9352,0.21,0.0,The Lost Vikings,0.8012,1.329
32,male,C,Gemini,0.0,1.3587,0.843,2.2424,0.6904,0.9494,0.8155,0.0,The Lost Vikings,0.7943,0.7436
21,male,A,Virgo,0.0,0.9127,1.0889,1.6811,0.6104,0.3053,0.1994,0.0,Overwatch,1.0302,0.9246
29,male,B,Cancer,1.5504,1.0249,0.4054,2.1697,0.4433,1.2707,0.4783,0.0,Diablo,0.0257,0.8768
25,male,D,Aquarius,0.9046,0.9923,1.3855,2.29,0.6685,1.215,0.0591,0.0,Diablo,0.7466,1.8304
37,male,A,Leo,1.464,0.8501,1.4353,1.3675,0.9237,0.6079,0.6214,0.0,The Lost Vikings,1.387,0.438
11,male,B,Cancer,1.1714,0.7049,1.355,2.3838,0.0349,1.1819,0.0371,0.0,Diablo,0.6369,0.1262
32,male,E,Leo,0.8179,0.6396,0.2813,1.8962,0.9751,0.3721,0.5861,0.0,Diablo,0.7877,0.9706
39,female,C,Gemini,1.0588,0.9365,1.1518,1.0433,1.1104,1.0698,0.4909,0.0,The Lost Vikings,1.2284,1.0577
34,female,A,Pisces,1.4485,0.9002,0.9603,0.2652,0.4567,0.9085,0.179,0.0,The Lost Vikings,1.1777,1.1098
37,male,B,Aquarius,1.4023,0.5726,1.0849,1.4281,0.0,1.7724,0.2759,0.0,Diablo,0.7005,1.1648
39,male,A,Libra,0.5294,1.2261,1.5424,1.997,0.7215,1.0133,0.2378,0.0,The Lost Vikings,1.1163,0.3454
18,female,D,Pisces,2.0948,1.0794,1.1233,1.2714,0.5337,0.8188,0.355,0.0,Starcraft,0.6764,0.6522
23,female,B,Leo,1.0888,1.5759,1.6066,1.3313,0.4017,1.4499,0.959,0.0,Starcraft,0.6601,0.4924
31,male,D,Virgo,1.5175,0.4625,0.8611,1.2971,0.7114,0.7184,0.1604,0.0,The Lost Vikings,1.59,1.0916
28,female,D,Gemini,0.7475,0.1279,0.6283,0.456,0.587,0.9086,0.8598,0.0,Warcraft,1.1923,0.3737
19,female,A,Sagittarius,1.3029,1.0424,1.5481,0.4286,0.0679,1.0261,0.1806,0.0,Overwatch,1.0163,1.171
12,male,D,Aries,0.7992,0.9595,0.8394,1.8293,0.0756,0.9271,0.1737,0.0,Overwatch,1.6521,1.0066
20,female,E,Aries,0.0,1.1848,1.4442,1.0027,0.5268,0.9646,0.9277,0.0,Overwatch,0.6527,1.0154
13,male,D,Gemini,0.9984,1.0046,0.356,2.1487,0.3785,1.4561,0.5132,0.0,Diablo,0.6355,1.5248
25,male,A,Taurus,1.0723,1.4018,1.2101,1.4215,0.0,0.0643,0.316,0.0,Diablo,1.1851,0.9264
11,female,B,Pisces,0.8596,1.1269,0.7279,0.5344,0.4248,0.9582,0.9775,0.0,Overwatch,0.9171,0.7039
35,female,C,Gemini,0.5574,1.1031,0.6407,0.6202,0.6871,1.5868,0.4888,0.0,The Lost Vikings,1.0189,1.1383
33,female,E,Virgo,0.7445,0.9801,1.4269,0.7389,0.9396,0.7687,0.5167,0.0,The Lost Vikings,0.5337,0.9956
36,female,D,Scorpio,0.9404,1.2079,1.1371,1.8104,1.1031,1.3434,0.9103,0.0,The Lost Vikings,0.9502,1.3667
18,male,C,Sagittarius,0.8831,0.1406,1.5588,2.3833,0.9049,0.9304,0.2533,0.0,Warcraft,0.9985,0.1848
22,female,C,Sagittarius,0.9092,1.1374,0.868,0.9518,0.5913,0.7405,0.4001,0.0,Starcraft,1.7783,1.2367
20,male,E,Capricorn,1.3545,1.5307,0.7318,1.6693,0.3808,1.3238,0.5139,0.0,Diablo,1.0336,1.1371
23,female,C,Scorpio,0.1243,0.5665,1.2752,0.9969,0.6649,1.6387,0.9809,0.0,Overwatch,0.554,1.5112
25,female,A,Virgo,1.4984,0.4009,0.9182,0.8939,0.4519,1.2127,0.5931,0.0,Warcraft,0.9265,1.5044
27,male,C,Sagittarius,1.1578,0.5243,0.8291,3.1148,0.6193,1.075,0.6401,0.0,Warcraft,1.3299,1.0097
14,male,B,Leo,0.8891,0.6322,1.248,2.2803,0.2413,0.8723,0.54,0.0,Diablo,1.7174,0.9818
16,male,E,Taurus,0.5291,1.2617,0.8409,1.7639,0.6414,0.6953,0.1945,0.0,Overwatch,1.1808,0.8991
17,female,A,Taurus,1.281,0.7327,0.712,1.1389,0.2194,1.3221,0.6075,0.0,Overwatch,1.3813,0.8442
27,male,D,Scorpio,0.9831,1.0042,1.1671,1.4451,0.5999,1.0529,0.484,0.0,Diablo,0.8317,1.0194
34,female,D,Aquarius,0.7064,1.1107,0.075,0.7084,0.8473,1.3546,0.7384,0.0,The Lost Vikings,1.0226,0.645
20,male,E,Aquarius,0.8748,1.5319,0.2991,1.8955,0.4342,1.0443,0.8862,0.0,Diablo,1.0883,0.5493
34,male,B,Aries,0.8766,0.7217,0.7849,2.25,0.8562,0.3084,0.9545,0.0,Diablo,1.4763,0.8981
26,female,B,Aries,0.536,1.6548,0.2868,0.2388,0.0,0.6688,0.9697,0.0,Starcraft,1.1711,0.9601
19,male,C,Capricorn,1.5098,0.8351,0.717,2.4279,0.4879,0.4103,0.358,0.0,Warcraft,1.1584,0.5288
11,female,C,Scorpio,1.1502,1.3135,1.2228,0.7345,0.2253,1.3813,0.5508,0.0,Starcraft,1.2378,0.9728
30,male,D,Scorpio,0.8456,1.3647,0.8884,1.3477,0.6203,1.3742,0.1914,0.0,Diablo,0.586,0.9099
29,male,A,Pisces,1.3397,1.3808,0.3461,2.0196,0.0372,0.8103,0.4605,0.0,Diablo,1.0679,1.4754
15,female,E,Virgo,1.0088,0.5268,1.4071,1.3496,0.4772,0.9306,0.0,0.0,Overwatch,1.1987,1.8575
31,female,C,Scorpio,0.6121,1.1358,1.0336,1.2172,0.4985,0.7007,0.0886,0.0,The Lost Vikings,0.0619,0.4111
34,male,E,Leo,1.2617,1.8965,0.5964,1.7964,0.8988,0.8322,0.7719,0.0,Diablo,0.4265,0.7085
19,female,B,Pisces,0.7838,1.5121,0.9509,0.3001,0.4748,0.9516,0.1806,0.0,Starcraft,1.2973,1.2862
26,female,E,Aries,2.1002,0.6846,0.6401,1.3093,0.5544,1.0618,0.468,0.0,Warcraft,1.5996,0.8784
37,male,E,Scorpio,1.6019,1.0615,1.0458,1.755,1.5028,0.9085,0.2125,0.0,Diablo,0.7476,0.314
24,female,D,Virgo,1.1738,0.8253,0.4749,1.5191,0.195,1.1065,0.7162,0.0,Warcraft,1.6157,1.5279
28,male,E,Scorpio,0.4746,0.8758,0.7665,2.4233,0.8273,1.01,0.5493,0.0,Diablo,1.1786,0.6683
16,female,B,Libra,1.2591,1.068,0.4035,1.0771,0.3409,0.2368,0.2198,0.0,Overwatch,0.7996,0.9264
28,male,E,Capricorn,1.3633,0.808,1.1902,2.2541,0.0,0.1667,0.1272,0.0,Diablo,0.7769,1.431
14,female,A,Gemini,0.5958,1.4121,1.1405,0.5056,0.0,1.0664,0.1163,0.0,Overwatch,0.6193,1.1687
39,male,D,Taurus,2.1734,1.2036,1.2137,2.4057,1.007,1.2166,0.8234,0.0,The Lost Vikings,0.4799,1.4956
24,female,C,Aquarius,1.4241,1.5658,0.9869,0.3792,0.7846,0.9446,0.5953,0.0,Starcraft,0.81,1.0762
39,female,B,Aquarius,1.2615,0.7388,1.2522,0.7742,0.9322,0.214,0.1648,0.0,The Lost Vikings,0.5886,1.2225
25,female,E,Taurus,1.2228,0.5416,1.5953,1.349,1.1444,1.5853,0.1751,0.0,Overwatch,1.0106,0.5221
23,female,C,Taurus,1.0365,1.0861,0.4538,1.1717,0.6131,0.5017,0.1834,0.0,Starcraft,0.8258,0.9978
15,male,A,Libra,1.1026,0.7602,0.0483,2.5074,0.0703,0.0735,0.0594,0.0,Diablo,0.4497,1.0663
29,male,E,Sagittarius,0.9569,1.2322,1.3261,2.697,0.1981,0.9305,0.4966,0.0,Diablo,1.4508,0.902
31,male,D,Sagittarius,1.0038,0.6699,0.9387,2.1694,0.9969,1.3403,0.5179,0.0,Warcraft,0.9997,1.4724
29,male,B,Aries,0.9454,1.0416,0.9798,1.9659,0.1596,1.3823,0.174,0.0,Diablo,0.3456,1.5576
22,male,A,Scorpio,0.3164,1.2827,1.0003,2.4015,0.175,0.252,0.23,0.0,Diablo,1.3485,0.9613
34,female,E,Virgo,0.5463,0.4859,0.5205,1.4506,0.9504,1.5668,0.2499,0.0,Warcraft,0.5815,0.6393
19,male,B,Gemini,0.7834,1.0663,0.9401,2.0073,0.2328,1.4098,0.9508,0.0,Diablo,0.9315,1.2576
34,male,A,Leo,0.6099,0.9867,0.4183,1.8296,0.6931,1.3822,0.0538,0.0,Diablo,1.5644,1.4774
35,female,E,Libra,0.2423,1.0377,1.6167,0.2619,0.7299,1.4259,0.9076,0.0,The Lost Vikings,1.164,1.7268
12,male,C,Virgo,1.5155,0.9393,0.4682,2.1134,0.5713,1.2521,0.0421,0.0,Warcraft,1.2417,1.1933
19,female,A,Leo,2.0679,0.7897,1.127,0.531,0.3469,1.4319,0.5795,0.0,Hearthstone,0.6786,1.1851
26,female,E,Aries,1.3666,1.1723,0.6019,1.4653,0.8937,1.3889,0.4207,0.0,Hearthstone,0.7926,0.9278
27,male,A,Aquarius,1.2258,1.2132,1.3326,2.5641,0.1666,1.5978,0.0553,0.0,Diablo,0.5389,1.6158
27,male,B,Virgo,0.8505,1.0449,1.285,2.0898,0.5677,1.0003,0.6588,0.0,Diablo,1.1346,0.6502
23,male,A,Pisces,1.1826,1.1055,0.7223,1.7301,0.6754,0.811,0.2588,0.0,Diablo,1.0056,1.2259
39,male,E,Virgo,0.9393,0.9469,0.7278,1.5808,0.986,0.5376,0.9606,0.0,Diablo,1.1005,0.6457
37,female,B,Virgo,1.1586,0.7117,0.5961,1.3963,1.3616,1.0774,0.9363,0.0,Warcraft,0.8429,1.0774
14,female,A,Leo,0.0907,0.963,0.7996,0.7742,0.2599,1.2927,0.0766,0.0,Overwatch,1.046,1.1268
25,female,D,Virgo,0.9058,1.1463,1.1607,0.6288,0.0,0.448,0.3347,0.0,Starcraft,1.2609,0.9144
25,female,C,Libra,1.1594,0.8468,0.5464,0.8378,0.6424,0.6081,0.9188,0.0,Warcraft,1.5579,0.9786
35,female,C,Aquarius,1.0707,1.02,1.3722,1.5244,1.2272,1.8369,0.4818,0.0,The Lost Vikings,0.2368,1.1356
12,male,B,Pisces,1.0887,0.8965,1.3796,1.7188,0.2265,0.754,0.256,0.0,Diablo,1.9436,0.6778
29,male,D,Taurus,0.9403,0.6374,0.6782,2.1454,0.955,0.9944,0.1868,0.0,Warcraft,1.8359,1.3642
23,female,A,Cancer,1.8368,0.6847,1.3304,0.6953,0.4612,0.4556,0.2263,0.0,Overwatch,0.9987,0.6158
11,female,A,Aries,1.4262,0.6604,1.445,1.059,0.3358,0.0,0.3569,0.0,Overwatch,1.0075,1.0869
27,male,B,Gemini,0.7534,1.022,0.669,1.8182,0.3798,1.3339,0.1568,0.0,Diablo,0.4618,0.9964
12,male,B,Pisces,0.3862,1.4342,1.5637,1.6218,0.1409,1.2703,0.4192,0.0,Overwatch,0.8196,1.2918
14,female,A,Capricorn,0.7746,0.821,1.243,1.0379,0.3102,0.9125,0.6552,0.0,Overwatch,0.9462,1.1719
39,male,B,Aquarius,1.5621,0.4625,0.6572,2.5175,0.1087,1.1508,0.3837,0.0,Diablo,0.1877,0.6346
29,male,A,Capricorn,1.1846,0.5631,0.4831,2.2518,0.3313,0.984,0.9955,0.0,Diablo,1.2006,1.2579
28,female,A,Virgo,0.9628,1.4447,1.6487,1.2201,0.0052,0.0,0.7029,0.0,Starcraft,0.7616,1.0335
32,male,E,Pisces,0.9125,1.0564,0.9493,1.8394,0.0,1.3985,0.5647,0.0,Diablo,0.3472,1.4369
31,female,C,Sagittarius,0.9046,0.8805,0.6492,0.6325,1.1156,1.0124,0.6265,0.0,The Lost Vikings,0.898,1.3226
39,male,D,Scorpio,1.061,1.0371,0.2828,2.201,1.0931,1.5076,0.978,0.0,Warcraft,0.7913,1.0739
12,male,C,Pisces,0.3842,0.5436,0.7701,1.6069,0.1237,1.1982,0.6571,0.0,Overwatch,1.3217,1.2392
34,female,C,Cancer,0.7692,1.6737,1.1961,1.2192,0.8746,0.1974,0.2366,0.0,The Lost Vikings,1.3703,0.7656
31,male,B,Sagittarius,1.435,1.0036,1.1873,1.9293,0.5602,1.352,0.8387,0.0,Diablo,0.9102,0.7723
39,male,E,Libra,2.069,0.6893,0.7916,1.43,0.6006,0.9262,0.1886,0.0,Diablo,0.3795,1.555
32,female,E,Virgo,1.2184,1.0444,0.5485,1.4877,0.7381,0.9507,0.2662,0.0,The Lost Vikings,1.4514,0.8997
20,female,B,Pisces,1.391,0.9687,1.3798,1.0063,0.6146,1.2207,0.2573,0.0,Overwatch,0.833,1.1543
22,male,A,Leo,1.4473,0.8557,1.5489,2.1446,0.2372,0.4922,0.4204,0.0,Diablo,1.1151,0.6724
30,female,B,Virgo,1.1251,0.8595,1.564,0.9313,0.2813,1.1693,0.2463,0.0,Overwatch,1.0969,0.6891
22,male,C,Aquarius,0.242,1.1584,0.9758,1.4284,0.4574,0.6977,0.5216,0.0,Starcraft,0.542,0.9099
17,male,D,Sagittarius,1.1559,0.9796,1.3337,1.3097,0.0539,0.8295,0.1308,0.0,Diablo,0.7125,1.4136
29,female,A,Virgo,1.1546,1.1999,0.458,0.8788,0.7278,1.1696,0.1043,0.0,Starcraft,0.9611,1.0757
21,male,D,Pisces,0.464,1.2194,1.6799,1.9655,0.3227,1.3732,0.5498,0.0,Diablo,0.278,1.0757
30,male,A,Pisces,1.2304,1.1363,1.2944,1.9923,0.9887,1.1652,0.6983,0.0,Diablo,0.2005,0.4516
32,female,D,Libra,1.161,1.392,1.0016,0.5905,0.5639,0.6594,0.2515,0.0,The Lost Vikings,1.1265,1.2548
21,female,C,Sagittarius,0.9428,0.9083,1.4438,1.0475,0.5175,1.4046,0.895,0.0,Hearthstone,0.9786,0.5951
30,female,E,Cancer,1.3128,1.122,1.2755,1.035,1.3597,0.3251,0.8371,0.0,Overwatch,0.8739,1.1598
35,female,A,Gemini,1.291,1.0054,1.2611,1.2895,0.2816,0.7649,0.8864,0.0,The Lost Vikings,1.2569,0.6446
21,male,E,Pisces,0.8892,0.96,0.8765,2.5417,0.5555,1.5831,0.4849,0.0,Diablo,1.3126,0.8794
11,male,C,Virgo,0.2798,0.8005,0.6779,1.7178,0.0,0.8782,0.6642,0.0,Overwatch,0.4768,0.9987
39,female,D,Scorpio,0.4943,0.4595,1.0322,0.5044,0.2867,0.3787,0.9268,0.0,The Lost Vikings,1.0426,0.0275
29,male,A,Leo,1.2147,1.4513,0.7246,1.9607,1.1393,0.6586,0.4135,0.0,Diablo,0.3644,0.5415
29,male,E,Leo,1.2487,1.0199,0.6977,2.0844,0.4036,0.9339,0.0161,0.0,Diablo,0.4499,1.1359
10,male,D,Scorpio,2.2154,0.974,0.5492,1.9974,0.4432,0.721,0.0657,0.0,Diablo,0.6091,1.3724
14,male,D,Sagittarius,0.5895,1.062,1.2658,2.0357,0.4343,0.9742,0.7368,0.0,Overwatch,0.6534,0.9011
19,male,E,Libra,1.0767,0.0138,0.5557,2.2627,0.7622,1.2879,0.613,0.0,Warcraft,0.6499,1.2761
11,male,E,Leo,0.8852,1.6879,1.7935,1.7607,0.242,0.8818,0.7676,0.0,Diablo,0.8569,0.8082
18,male,B,Cancer,0.7946,1.2064,0.6259,2.2571,0.6795,1.3574,0.4575,0.0,Diablo,0.4922,1.0717
38,male,B,Libra,1.5718,1.3206,0.9945,2.149,0.0,1.1878,0.5521,0.0,Diablo,0.5619,1.4661
11,male,E,Leo,1.1298,0.6526,0.8739,1.9123,0.3614,1.3101,0.6681,0.0,Diablo,1.1864,0.3654
13,female,C,Cancer,0.0,1.3086,0.5896,0.9747,0.26,1.5366,0.5369,0.0,Overwatch,1.2969,0.4702
13,female,B,Sagittarius,1.8324,0.7682,1.0891,0.351,0.1101,0.6242,0.9297,0.0,Overwatch,1.1133,1.4496
12,female,A,Aries,0.5855,0.9869,1.8287,1.1295,0.2658,1.5288,0.3335,0.0,Overwatch,1.5992,0.5537
37,male,A,Libra,1.253,1.6245,0.8155,1.9414,1.3883,0.6259,0.7309,0.0,The Lost Vikings,0.5871,0.5059
27,female,D,Leo,1.5789,0.9479,0.6638,1.0606,1.254,0.387,0.9104,0.0,Warcraft,1.2835,1.324
28,female,E,Libra,0.4399,0.7069,1.1809,1.2056,0.0124,0.3865,0.4212,0.0,Overwatch,1.3111,1.0911
37,male,C,Taurus,1.1289,0.8171,1.1714,1.7565,1.3298,1.0355,0.8107,0.0866,The Lost Vikings,1.6817,0.2697
28,female,D,Libra,0.2692,0.8072,0.3252,0.5225,0.5379,1.29,0.9442,0.0,Overwatch,0.7995,0.538
25,female,D,Virgo,0.4249,1.7278,0.6613,1.4506,0.4095,1.5698,0.7319,0.0,Starcraft,1.1783,0.9435
29,female,B,Scorpio,1.4333,1.1699,1.4434,0.726,0.8989,0.5042,0.2632,0.0,Starcraft,0.9848,1.091
27,female,A,Capricorn,0.8219,1.1135,0.6683,1.1366,0.5358,1.0802,0.9569,0.0,Overwatch,0.6039,1.6682
28,female,C,Sagittarius,0.9749,1.2793,1.3452,1.5132,0.5095,1.6715,0.6769,0.0,Hearthstone,1.1394,1.0154
36,female,A,Aquarius,1.0132,1.3416,0.6292,0.3335,0.2315,1.5537,0.0142,0.0,The Lost Vikings,1.2326,1.4978
38,female,A,Pisces,0.8678,0.6046,0.54,1.6972,0.6788,0.9333,0.484,0.0,The Lost Vikings,1.1554,1.1483
10,male,A,Pisces,0.5925,0.4163,1.7721,1.7283,0.1551,1.2484,0.1337,0.0,Overwatch,1.0564,1.15
25,male,E,Taurus,0.8677,0.8724,1.2617,1.6862,0.644,1.1879,0.1045,0.0,Diablo,0.8561,0.4611
20,female,B,Taurus,0.9922,0.5131,0.9257,0.3612,0.5265,0.9751,0.7757,0.0,Overwatch,1.4457,1.1323
20,male,E,Pisces,0.9681,1.1466,1.1394,2.6775,0.1099,0.8281,0.1402,0.0,Diablo,0.0,0.8136
24,male,C,Leo,0.0,0.5069,0.9506,2.0558,0.9003,1.8569,0.2234,0.0,Warcraft,0.9841,0.9143
21,female,B,Pisces,1.8706,1.0534,1.3629,0.6022,0.4077,1.5262,0.4384,0.0,Hearthstone,1.199,0.779
30,male,C,Aquarius,1.0488,0.7954,1.1169,1.6879,1.161,0.557,0.3957,0.0324,Warcraft,0.9025,1.5362
24,male,A,Pisces,0.8983,1.2284,0.9229,2.274,0.4603,0.9944,0.2681,0.0,Diablo,0.8421,0.9853
36,female,E,Sagittarius,1.5876,0.9726,0.7533,0.9261,1.1793,1.2382,0.5154,0.0,The Lost Vikings,0.9385,1.3403
32,male,A,Leo,1.2222,1.1918,0.7326,2.5101,0.2799,0.821,0.7889,0.0,The Lost Vikings,0.2242,0.5493
33,male,B,Aquarius,1.011,1.322,0.9198,2.4442,0.4913,1.0227,0.1713,0.0,Diablo,1.5308,1.0744
31,male,C,Gemini,0.0939,1.1783,0.7245,1.9575,0.6762,0.6766,0.127,0.0,The Lost Vikings,1.0145,1.0714
16,male,C,Pisces,1.2424,0.872,1.1484,2.2082,0.4263,0.1071,0.1767,0.0,Diablo,0.5414,0.7438
17,female,B,Sagittarius,0.5684,1.3698,0.8667,1.214,0.1433,0.5569,0.749,0.0,Overwatch,0.8205,1.8428
10,female,E,Scorpio,0.6369,1.122,0.9213,1.0935,0.3778,0.6744,0.4691,0.0,Overwatch,0.6629,0.8984
14,male,D,Pisces,0.6642,1.1091,0.9816,2.5782,0.1371,0.4982,0.6193,0.0,Overwatch,1.2908,0.6579
13,female,E,Cancer,0.8047,0.934,1.3968,1.0624,0.2916,1.2878,0.7739,0.0,Overwatch,1.2204,1.2158
35,female,C,Sagittarius,0.4492,0.4596,1.0325,0.5533,1.3093,0.9326,0.4447,0.0,The Lost Vikings,0.9752,0.8404
13,male,A,Capricorn,0.3233,1.0688,0.7101,2.0147,0.286,1.2907,0.9703,0.0,Overwatch,0.4117,0.8779
10,female,E,Cancer,1.0358,1.5699,0.9112,1.37,0.2613,0.8627,0.5087,0.0,Overwatch,0.845,0.7312
33,male,C,Gemini,0.4076,0.7151,0.9538,1.7449,0.1246,1.0857,0.1047,0.0,The Lost Vikings,0.5681,0.5469
33,male,B,Libra,1.975,0.6961,0.4329,2.0841,0.7769,0.5212,0.0715,0.0,Diablo,1.0147,1.1253
22,female,D,Scorpio,0.9848,0.8689,1.1817,0.9019,0.559,1.1715,0.8905,0.0,Overwatch,0.8723,0.616
14,female,A,Leo,0.6776,1.1395,1.6311,0.6888,0.1108,1.0906,0.5981,0.0,Overwatch,1.6782,1.4763
15,male,C,Aquarius,1.2364,0.9072,0.4772,1.2258,0.0,0.9885,0.158,0.0,Diablo,0.9747,1.4075
29,female,C,Virgo,0.329,0.9886,1.1711,0.5441,0.6562,0.2765,0.2003,0.0,Starcraft,0.7106,1.6152
23,male,C,Sagittarius,0.947,0.6497,1.1227,2.1011,0.2879,0.8069,0.8011,0.0,Warcraft,1.2709,0.56
26,female,B,Sagittarius,0.9232,0.7074,0.3761,0.836,0.9172,0.8766,0.5603,0.0,Overwatch,1.3826,1.2267
36,male,A,Taurus,1.1379,1.0455,0.1783,1.7975,0.8748,1.2505,0.6421,0.0,Diablo,1.5196,1.1034
22,female,C,Sagittarius,0.715,1.0024,1.2043,1.4942,0.4931,1.7992,0.0697,0.0,Hearthstone,1.3194,0.8542
22,male,C,Aquarius,0.0994,1.2975,1.3081,2.1034,0.4788,0.9675,0.4165,0.0,Starcraft,0.8976,1.1742
14,male,B,Scorpio,1.2386,0.6007,1.4006,2.3759,0.0785,0.8846,0.1475,0.0,Diablo,0.8101,1.4407
10,male,B,Virgo,1.0345,1.247,1.1675,2.2856,0.3736,1.2535,0.9942,0.0,Diablo,1.0495,1.0118
20,male,D,Aries,0.0603,1.0549,0.9544,2.6084,0.2171,0.8825,0.299,0.0,Overwatch,0.2785,0.6471
26,male,B,Aries,0.6202,1.0545,0.7208,2.6325,0.1262,1.2165,0.987,0.0,Diablo,0.6325,0.3434
